SMILES,CID,descriptors,datasets
CC1=CC=C(N1)C(=O)C,13220327,"['roasted', 'earthy', 'bakery', 'musty', 'moldy', 'popcorn', 'sharp', 'pungent', 'woody', 'resinous']","[""goodscents"", ""sharma_2021b""]"
CC1=CC=C(N1)C=O,14508,"['aromatic', 'slightly spicy', 'somewhat bitter almond-like', 'spicy', 'almond']","[""leffingwell""]"
CC1=CC=C(O1)/C=C/C=O,11434978,"['sweet', 'spicy', 'food', 'spices', 'fragrant', 'lemon', 'minty', 'non-citrusfruity', 'terpenes', 'pine', 'woody', 'resinous']","[""goodscents"", ""sharma_2021b""]"
CC1=CC=C(O1)C,12266,"['meaty', 'bacon', 'ethereal', 'roasted', 'chemical', 'gravy', 'beef juice', 'solvent', 'rum-cognac odor', 'beef', 'nutty', 'burnt cocoa taste', 'cognac', 'rum', 'bakery', 'hydrocarbon', 'ether', 'food', 'fruity', 'juicy', 'non-vegetarian', 'beefy', 'restaurant']","[""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CC1=CC=C(O1)C(=O)C,14514,"['nutty aroma??', 'nutty', 'sweet', 'musty', 'caramellic', 'coconut', 'coumarinic', 'milky', 'hay', 'caramel', 'coumarin odor', 'dairy', 'earthy', 'moldy', 'fragrant', 'grassy', 'woody', 'herbaceous', 'lemon', 'minty', 'non-citrusfruity', 'popcorn', 'sharp', 'pungent', 'terpenes', 'pine', 'resinous']","[""aromadb"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CC1=CC=C(O1)C(=O)C(=O)C,70968,"['caramellic', 'burnt note', 'burnt']","[""leffingwell""]"
CC1=CC=C(O1)C(C)CC=O,3578033,"['food', 'vegetable', 'fragrant', 'fruity', 'lemon', 'nature', 'sweet']","[""sharma_2021b""]"
CC1=CC=C(O1)C=O,12097,"['caramellic', 'caramel', 'burnt sugar', 'almond', 'sweet', 'spicy', 'maple', 'coffee', 'bready', 'brown', 'gourmand', 'sweet spicy', 'nutty', 'caramellic odor and taste', 'bread', 'bakery', 'burnt', 'dryfruit', 'food', 'spices', 'fragrant', 'lemon', 'minty', 'non-citrusfruity', 'plants', 'popcorn', 'restaurant', 'sickening', 'sugar', 'terpenes', 'pine', 'woody', 'resinous']","[""aromadb"", ""flavornet"", ""goodscents"", ""ifra_2019"", ""leffingwell"", ""sharma_2021b""]"
CC1=CC=C(O1)CO,520911,"['sweet caramellic-almond', 'cereal like', 'fermented notes', 'caramellic', 'fermented', 'almond', 'sweet']","[""leffingwell""]"
CC1=CC=C(O1)CS,521873,"['roast', 'sulfur', 'coffee', 'coffee roasted coffee', 'sulfurous', 'bakery', 'roasted', 'chemical', 'hydrocarbon', 'sulphurous', 'marshy', 'septic', 'nature', 'restaurant', 'sickening', 'sulphur', 'cabbage', 'garlic', 'woody']","[""flavornet"", ""goodscents"", ""sharma_2021b""]"
CC1=CC=C(O1)CSSC,45108274,"['sulfurous', 'alliaceous', 'pungent', 'roasted notes', 'coffee in dilution', 'roasted', 'coffee']","[""leffingwell""]"
CC1=CC=C(O1)SC,61657,"['mustard', 'sulfurous', 'garlic', 'horseradish', 'peppery', 'coffee', 'onion', 'pungent', 'food like', 'roasted', 'strong', 'sulfuraceous', 'burnt odor', 'alliaceous taste', 'burnt', 'alliaceous', 'chemical', 'hydrocarbon', 'sulphurous', 'food', 'vegetable', 'foul', 'marshy', 'septic', 'nature', 'nosefeel', 'restaurant', 'sharp', 'sickening', 'spices', 'pepper', 'sulphur', 'cabbage', 'vegetables', 'radish', 'woody']","[""goodscents"", ""ifra_2019"", ""leffingwell"", ""sharma_2021b""]"
CC1=CC=C(O1)[C@@H](C)CC=O,643322,"['vegetable', 'cyclamen', 'fatty', 'floral', 'fruity', 'cucumber', 'green', 'watermelon']","[""goodscents""]"
CC1=CC=C(S1)C,12514,"['nutty', 'sulfurous', 'xylene-like', 'fresh onion & green notes', '(see comments)', 'onion', 'fresh', 'green', 'chemical', 'hydrocarbon', 'sulphurous', 'marshy', 'septic', 'nature', 'popcorn', 'sickening', 'sulphur', 'cabbage', 'garlic']","[""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CC1=CC=C(S1)C(=O)C,83655,"['sweet', 'spicy', 'caramellic', 'honey', 'acacia', 'hawthorn', 'almond', 'hyacinth', 'graham cracker', 'sweet almond', 'cherry', 'nutty', 'coumarin', 'vanilla', 'coumarinic', 'bakery', 'caramel', 'dryfruit', 'food', 'spices', 'fragrant', 'lemon', 'minty', 'non-citrusfruity', 'plants', 'popcorn', 'terpenes', 'pine', 'vegetation', 'woody', 'resinous']","[""aromadb"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CC1=CC=C(S1)C=O,61663,"['sulfur', 'sweet', 'almond bitter almond', 'fruity', 'bready', 'almond', 'cherry', 'woody', 'almond-cherry odor', 'almond cherry taste', 'bakery', 'bitter', 'buildingmaterials&construction', 'chemical', 'hydrocarbon', 'furfural', 'sulphurous', 'dryfruit', 'fragrant', 'grassy', 'lemon', 'marshy', 'septic', 'minty', 'nature', 'non-citrusfruity', 'nutty', 'popcorn', 'sickening', 'sulphur', 'cabbage', 'garlic', 'terpenes', 'pine']","[""flavornet"", ""goodscents"", ""ifra_2019"", ""leffingwell"", ""sharma_2021b""]"
CC1=CC=C2C(CCCC2(O1)C)(C)C,110664,"['rooty', 'cedarwood', 'raspberry', 'woody', 'orris', 'fruity', 'berry', 'sweet', 'floral', 'and woody odor & taste']","[""goodscents"", ""leffingwell""]"
CC1=CC=CC(CC1=O)(C)C,136330,"['minty', 'sweet', 'terpenes', 'pine', 'lemon']","[""goodscents"", ""sharma_2021b""]"
CC1=CC=CC2=CC=CC=C12,7002,"['camphoreous', 'chemical', 'naphthyl', 'medicinal', 'green', 'musty taste', 'earthy', 'musty', 'hydrocarbon', 'moldy', 'fuel', 'gasstation', 'solvent', 'moth balls', 'alcohol', 'phenolic', 'minty', 'camphor', 'popcorn', 'sharp', 'pungent', 'woody', 'resinous']","[""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CC1=CC=CC=C1,1140,"['sweet', 'pungent', 'benzene', 'paint', 'chemical', 'hydrocarbon', 'fragrant', 'lemon', 'minty', 'non-citrusfruity', 'solvent', 'terpenes', 'pine']","[""flavordb"", ""flavornet"", ""goodscents"", ""sharma_2021b""]"
CC1=CC=CC=C1C,7237,"['gassy', 'sweet', 'aromatic', 'geranium', 'floral', 'fragrant']","[""arctander_1960"", ""flavordb"", ""flavornet"", ""goodscents"", ""sharma_2021b""]"
CC1=CC=CC=C1C(=O)C,11340,"['coconut aroma', 'coconut', 'sweet', 'floral', 'honey', 'nutty', 'burnt', 'powdery', 'anisic', 'phenolic', 'coumarinic', 'hawthorn', 'sweet aromatic', 'somewhat bitter almond', 'hay-like', 'hay', 'almond', 'aromatic', 'caramel', 'dryfruit', 'fragrant', 'fruity', 'cherry', 'lemon', 'medicinal', 'minty', 'nature', 'non-citrusfruity', 'popcorn', 'sickening', 'softfloral', 'spices', 'terpenes', 'pine', 'vegetation', 'woody']","[""aromadb"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CC1=CC=CC=C1C(=O)C2=CC=CC=C2,67230,"['musty', 'rose']","[""arctander_1960""]"
CC1=CC=CC=C1C(=O)OC,33094,"['floral', 'orangeflower', 'grape', 'ylang', 'citrus', 'orange', 'orange blossom', 'fragrant', 'fruity', 'microbiological', 'nature']","[""goodscents"", ""sharma_2021b""]"
CC1=CC=CC=C1C(O)O.C(C(CO)O)O,6451245,"['fruity', 'almond bitter almond', 'bitter', 'dryfruit', 'almond', 'fragrant', 'lemon', 'nature', 'nutty', 'popcorn', 'sweet']","[""goodscents"", ""sharma_2021b""]"
CC1=CC=CC=C1C2=NC3=CC=CC=C3S2,140001,"['leafy', 'musty', 'rose']","[""arctander_1960""]"
CC1=CC=CC=C1C=O,10722,"['cherry', 'sweet benzaldehyde cherry', 'bitter almond', 'almond', 'sweet', 'chemical', 'hydrocarbon', 'sweet organic chemical', 'fragrant', 'fruity', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'softfloral', 'powdery', 'solvent', 'terpenes', 'pine']","[""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CC1=CC=CC=C1CCO,88267,"['lilac', 'rose', 'floral', 'cyclamen', 'natural', 'mimosa', 'green', 'peony', 'earthy', 'waxy', 'beverage', 'musty', 'moldy', 'fragrant', 'fruity', 'nature', 'other', 'popcorn', 'sharp', 'pungent', 'woody', 'resinous']","[""arctander_1960"", ""goodscents"", ""ifra_2019"", ""sharma_2021b""]"
CC1=CC=CC=C1COC(=O)C,87085,"['sweet', 'fruity cherry', 'slightly floral', 'fruity', 'cherry', 'floral']","[""leffingwell""]"
CC1=CC=CC=C1N2C(=NC3=CC=CC=C3C2=O)C,6292,['odorless'],"[""sharma_2021b""]"
CC1=CC=CC=C1N2C(=NC3=CC=CC=C3C2=O)C.Cl,63196,['odorless'],"[""sharma_2021b""]"
CC1=CC=CC=C1O,335,"['musty', 'rose', 'floral', 'sweet', 'tarry', 'phenolic', 'phenol', 'medicinal', 'plastic', 'herbal', 'leathery', 'animal like', 'medicinal odor and taste', 'aromatic', 'chemical', 'hydrocarbon', 'earthy', 'moldy', 'fragrant', 'fuel', 'gasstation', 'solvent', 'herbaceous', 'alcohol', 'minty', 'non-fooditems', 'leather', 'popcorn', 'sharp', 'pungent', 'vegetation', 'woody', 'resinous']","[""arctander_1960"", ""flavordb"", ""flavornet"", ""goodscents"", ""ifra_2019"", ""leffingwell"", ""sharma_2021b""]"
CC1=CC=CC=C1O.COC,18964085,"['nutty', 'earthy', 'gassy', 'floral']","[""arctander_1960""]"
CC1=CC=CC=C1OC,33637,"['grassy', 'grass', 'warm', 'flower', 'walnut', 'sweet', 'naphthyl', 'floral', 'nutty', 'orchid', 'camphoreous', 'phenolic', 'woody', 'earthy', 'camphoraceous', 'walnut notes', 'nut-like', 'sweet flavor', 'buildingmaterials&construction', 'dryfruit', 'musty', 'moldy', 'fragrant', 'fuel', 'gasstation', 'solvent', 'moth balls', 'lemon', 'medicinal', 'minty', 'camphor', 'nature', 'non-citrusfruity', 'popcorn', 'sharp', 'pungent', 'hydrocarbon', 'terpenes', 'pine', 'resinous']","[""aromadb"", ""flavornet"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CC1=CC=CC=C1OC(=O)C,10778,"['medicinal', 'fruity', 'floral', 'fruit dried fruit', 'sweet', 'strong', 'fruity-floral', 'medicinal odor', 'sweet-fruity-cream taste', 'chemical', 'hydrocarbon', 'sweet (medicinal)', 'fragrant', 'dried fruit', 'lemon', 'alcohol', 'phenolic', 'minty', 'nature', 'non-citrusfruity', 'terpenes', 'pine', 'woody']","[""arctander_1960"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CC1=CC=CC=C1OC(=O)C(C)C,61954,"['fruity', 'phenolic', 'medicinal', 'berry', 'fruity-berry', 'chemical', 'hydrocarbon', 'alcohol', 'minty', 'woody']","[""aromadb"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CC1=CC=CC=C1OC(=O)C2=CC=CC=C2O,61159,"['herbal', 'eucalyptus', 'sweet', 'aromatic', 'euacalytus', 'minty', 'mint', 'fragrant', 'herbaceous', 'terpenes', 'pine', 'lemon', 'vegetation', 'woody', 'resinous']","[""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CC1=CC=CC=C1OC(=O)CC2=CC=CC=C2,530818,"['honey-floral-balsamic', 'somewhat phenolic', 'honey', 'phenolic', 'balsamic', 'floral']","[""leffingwell""]"
CC1=CC=CC=C1OC(=S)C,141217835,"['sulfurous', 'meaty notes', 'meaty']","[""leffingwell""]"
CC1=CC=CC=C1OC2=CC=CC=C2,77610,"['rose', 'geranium']","[""goodscents""]"
CC1=CC=CC=C1OC2=CC=CC=C2C,78462,"['green', 'geranium', 'metallic', 'woody', 'rose']","[""arctander_1960""]"
CC1=CC=CC=C1OCC2=CC=CC=C2,96385,"['herbal', 'geranium', 'gassy', 'green']","[""arctander_1960""]"
CC1=CC=CC=C1OCC2=CC=CC=C2/C(=N\OC)/C(=O)OC,6112114,['odorless'],"[""sharma_2021b""]"
CC1=CC=CC=C1OP(=O)(OC2=CC=CC=C2C)OC3=CC=CC=C3C,6527,['odorless'],"[""sharma_2021b""]"
CC1=CC=CC=C1S,8712,"['musty', 'naphthyl', 'meaty', 'rubbery', 'sulfurous', 'eggy', 'garlic', 'onion', 'chemical', 'repulsive', 'burnt phenolic smoky odor', 'roast meaty-brothy in dilution', 'roasted', 'burnt', 'brothy', 'phenolic', 'smoky', 'alliaceous', 'hydrocarbon', 'sulphurous', 'earthy', 'moldy', 'food', 'fuel', 'gasstation', 'solvent', 'moth balls', 'marshy', 'septic', 'nature', 'non-vegetarian', 'popcorn', 'poultry', 'eggs', 'sharp', 'pungent', 'sickening', 'sulphur', 'cabbage', 'vegetables', 'woody', 'resinous']","[""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CC1=CC=CC=C1SSC,21940939,"['sulfurous', 'roasted', 'meaty']","[""goodscents"", ""leffingwell""]"
CC1=CC=CC=C1SSC2=CC=CC=C2C,77652,"['burnt sugar', 'burnt', 'sugar', 'sulfury', 'roasted', 'meaty', 'sulfurous']","[""aromadb"", ""goodscents"", ""leffingwell""]"
CC1=CC=CC=C1[N+](=O)[O-],6944,"['herbal', 'almond', 'spicy']","[""arctander_1960""]"
CC1=CC=CC=N1,7975,"['unpleasant', 'sweat', 'astringent', 'fishy', 'hazelnut-popcorn and rum-like in dilution', 'hazelnut', 'popcorn', 'rum', 'microbiological', 'sweaty', 'rancid', 'putrid', 'sharp', 'pungent']","[""flavordb"", ""flavornet"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CC1=CC=CCC1,121731,"['fruity aroma', 'fruity', 'lemon', 'truffle', 'lime', 'citrus', '""gassy"" penetrating aroma', 'provides lift to lemon-iime aromas', 'gasoline', 'cleaningmaterials', 'limonene', 'fragrant', 'nature', 'plants', 'sweet', 'terpenes', 'pine', 'vegetables']","[""aromadb"", ""goodscents"", ""ifra_2019"", ""leffingwell"", ""sharma_2021b""]"
CC1=CC=CO1,10797,"['acetone', 'chocolate', 'ethereal', 'sweet-gassy', 'solvent', 'metallic-burnt with musty nutty notes', 'nutty', 'gasoline', 'metallic', 'burnt', 'musty', 'sweet', 'caramel', 'chemical', 'hydrocarbon', 'ether']","[""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CC1=CC=CS1,11126,"['sulfur', 'sulfurous', 'alliaceous', 'onion', 'green', 'roasted', 'pungent', 'green (see comments)', 'bakery', 'chemical', 'hydrocarbon', 'sulphurous', 'fragrant', 'fruity', 'marshy', 'septic', 'nature', 'sickening', 'sulphur', 'cabbage', 'garlic', 'vegetables']","[""flavornet"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CC1=CC=NC2=CC=CC=C12,10285,"['musty', 'herbal', 'floral', 'oily', 'animal', 'sweet', 'burnt', 'animal-musty odor', 'burnt-oily', 'floral-hebaceous on dilution', 'green rooty', 'green', 'aromatic', 'coaltar', 'quinoline', 'fragrant', 'herbaceous', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'non-fooditems', 'popcorn', 'sickening', 'terpenes', 'pine', 'vegetation', 'woody', 'resinous']","[""arctander_1960"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CC1=CC=NC=C1,7963,"['coffee', 'green note', 'somewhat animalic', 'fishy tobacco', 'green', 'tobacco', 'fishy', 'animal']","[""aromadb"", ""leffingwell""]"
CC1=CCC(=C(C)C)CC1,11463,"['anisic', 'pine', 'oily', 'sweet', 'plastic', 'herbal', 'fresh', 'woody', 'lemon peel', 'citrus', 'piney', 'slightly anisic', 'pleasant odor', 'aromatic', 'buildingmaterials&construction', 'chemical', 'hydrocarbon', 'lemon', 'fragrant', 'fruity', 'fuel', 'gasstation', 'solvent', 'grassy', 'herbaceous', 'minty', 'non-citrusfruity', 'non-fooditems', 'popcorn', 'terpenes', 'vegetables', 'vegetation', 'resinous']","[""arctander_1960"", ""aromadb"", ""flavordb"", ""flavornet"", ""goodscents"", ""ifra_2019"", ""leffingwell"", ""sharma_2021b""]"
CC1=CCC(=C(C)CCC=C(C)C)CC1,62346,"['opoponax', 'spicy', 'banana', 'terpenic', 'fruity', 'balsamic', 'green', 'woody', 'tropical', 'myrrh', 'citrus']","[""goodscents""]"
CC1=CCC(=CC1)C(C)C,7461,"['citrus', 'herbal', 'pine', 'gasoline', 'turpentine', 'sweet', 'lime', 'terpenic', 'oily', 'lemon', 'woody', 'tropical', 'spicy', 'refreshing herbaceous-citrus like terpene odor & flavor', 'fresh', 'aromatic', 'buildingmaterials&construction', 'chemical', 'hydrocarbon', 'cleaningmaterials', 'limonene', 'fragrant', 'fruity', 'fuel', 'gasstation', 'solvent', 'grassy', 'herbaceous', 'minty', 'non-citrusfruity', 'non-fooditems', 'plants', 'popcorn', 'terpenes', 'vegetables', 'vegetation', 'resinous']","[""arctander_1960"", ""aromadb"", ""flavornet"", ""goodscents"", ""ifra_2019"", ""leffingwell"", ""sharma_2021b""]"
CC1=CCC(=CC1)C(C)CCC=C(C)C,6428461,['herbaceous'],"[""aromadb""]"
CC1=CCC(=O)O1,11559,"['tobacco', 'sweet', 'solvent', 'nutty', 'coconut', 'oily', 'coumarinic', 'tonka', 'herbal', 'anisic', 'bread', 'molasses', 'coumarin', 'tobacco odor', 'nut-like taste', 'chemical', 'hydrocarbon', 'sweet solvent', 'drywoods', 'fragrant', 'fuel', 'gasstation', 'grassy', 'woody', 'sweet tobacco', 'herbaceous', 'lemon', 'minty', 'non-citrusfruity', 'non-fooditems', 'plants', 'popcorn', 'terpenes', 'pine', 'tobaccosmoke']","[""aromadb"", ""goodscents"", ""ifra_2019"", ""leffingwell"", ""sharma_2021b""]"
CC1=CCC(C1(C)C)/C=C/C(C)(C)C(C)O,15984303,"['herbal', 'woody', 'tropical', 'sandalwood', 'floral', 'aromatic', 'buildingmaterials&construction', 'fragrant', 'fruity', 'grassy', 'herbaceous', 'popcorn', 'vegetation', 'resinous', 'woodyoriental']","[""goodscents"", ""ifra_2019"", ""sharma_2021b""]"
CC1=CCC(C1(C)C)/C=C/C(C)C(C)O,6504499,"['woody', 'musk', 'sandalwood', 'milky']","[""goodscents"", ""ifra_2019""]"
CC1=CCC(C1(C)C)/C=C\C(C)C(C)O,6437266,"['sandalwood', 'musk aspect', 'powerful', 'musk', 'ambrosial', 'buildingmaterials&construction', 'woody', 'grassy', 'popcorn', 'vegetation', 'woodyoriental']","[""leffingwell"", ""sharma_2021b""]"
CC1=CCC(C1(C)C)C(=C)CC(C)C=O,21467047,"['woody', 'sandalwood', 'dry']","[""ifra_2019""]"
CC1=CCC(C1(C)C)C(=C)CC(C)CO,16063533,"['woody', 'natural', 'sandalwood', 'pungent', 'buildingmaterials&construction', 'grassy', 'other', 'popcorn', 'vegetation', 'woodyoriental']","[""goodscents"", ""ifra_2019"", ""sharma_2021b""]"
CC1=CCC(C1(C)C)C(=O)C,20590,"['fatty', 'herbaceous', 'sweet-woody pine-camphoraceous notes', 'pine', 'camphoreous', 'herbal', 'woody', 'sweet', 'aromatic', 'buildingmaterials&construction', 'fragrant', 'fruity', 'green', 'grassy', 'lemon', 'minty', 'camphor', 'mossywoods', 'amber', 'non-citrusfruity', 'popcorn', 'softoriental', 'terpenes', 'vegetation', 'leafy', 'resinous']","[""leffingwell"", ""sharma_2021b""]"
CC1=CCC(C1(C)C)C(C)OC(=O)C,3015865,"['fruity', 'berry', 'woody', 'floral backnote', 'floral']","[""leffingwell""]"
CC1=CCC(C1(C)C)C/C=C(\C)/C(=O)C,6436969,"['floral', 'powdery', 'sandalwood', 'woody', 'orris', 'violet', 'buildingmaterials&construction', 'fragrant', 'grassy', 'nature', 'plants', 'popcorn', 'softfloral', 'vegetation', 'woodyoriental']","[""goodscents"", ""ifra_2019"", ""sharma_2021b""]"
CC1=CCC(C1(C)C)C/C=C(\C)/C(C)O,6437460,"['spicy', 'oily', 'powdery', 'sandalwood', 'woody', 'buildingmaterials&construction', 'food', 'spices', 'grassy', 'minty', 'non-fooditems', 'popcorn', 'softfloral', 'vegetation', 'resinous', 'woodyoriental']","[""goodscents"", ""sharma_2021b""]"
CC1=CCC(C1(C)C)C/C=C(\C)/CO,6438195,"['milky', 'greasy', 'creamy', 'sandalwood', 'woody', 'musk', 'waxy', 'ambrosial', 'buildingmaterials&construction', 'dairy', 'food', 'grease', 'grassy', 'popcorn', 'vegetation', 'woodyoriental']","[""goodscents"", ""ifra_2019"", ""sharma_2021b""]"
CC1=CCC(C1(C)C)CC#N,85833,"['hay', 'pine', 'rosemary', 'herbal', 'aromatic', 'juniper', 'floral', 'rose', 'fragrant', 'grassy', 'woody', 'herbaceous', 'terpenes', 'lemon', 'vegetation', 'resinous']","[""goodscents"", ""ifra_2019"", ""sharma_2021b""]"
CC1=CCC(C1(C)C)CC=O,98497,"['camphoraceous aroma??????', 'camphoraceous']","[""aromadb""]"
CC1=CCC(C1(C)C)CCC(C)C(C)O,103212,"['cedar', 'greasy', 'creamy', 'sandalwood', 'woody', 'waxy', 'buildingmaterials&construction', 'dairy', 'drywoods', 'food', 'grease', 'fragrant', 'sweet', 'grassy', 'lemon', 'minty', 'non-citrusfruity', 'popcorn', 'terpenes', 'pine', 'vegetation', 'woodyoriental']","[""goodscents"", ""sharma_2021b""]"
CC1=CCC(C1(C)C)CCC(C)CO,166220,"['herbal', 'nutty', 'sandalwood', 'woody', 'waxy', 'aromatic', 'buildingmaterials&construction', 'fragrant', 'grassy', 'herbaceous', 'popcorn', 'vegetation', 'resinous', 'woodyoriental']","[""goodscents"", ""sharma_2021b""]"
CC1=CCC(C1(C)C)CCO,61284,"['camphoraceous aroma??', 'camphoraceous', 'camphoreous', 'sweet', 'berry', 'with woody backnote', 'woody', 'fragrant', 'fruity', 'lemon', 'minty', 'camphor', 'non-citrusfruity', 'terpenes', 'pine']","[""aromadb"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CC1=CCC(C1(C)C)CCOC(=O)C,61270,"['sweet', 'woody', 'floral', 'violet', 'buildingmaterials&construction', 'fragrant', 'grassy', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'popcorn', 'terpenes', 'pine']","[""goodscents"", ""sharma_2021b""]"
CC1=CCC(C2=C1C=CC(=C2)C)C(C)C,528708,"['woody', 'buildingmaterials&construction', 'grassy', 'popcorn']","[""goodscents"", ""sharma_2021b""]"
CC1=CCC(C=C1)C(=C)C,527424,"['roasted', 'bakery']","[""goodscents"", ""sharma_2021b""]"
CC1=CCC(C=C1)C(C)C,7460,"['citrus', 'woody', 'pepper', 'minty', 'herbaceous aroma', 'herbaceous', 'mint', 'spice', 'turpentine', 'herbal', 'terpenic', 'pepper black pepper', 'green', 'fresh', 'spicy', 'peppery', 'woody-minty', 'spicy-citrus taste', 'aromatic', 'buildingmaterials&construction', 'chemical', 'hydrocarbon', 'medicinal', 'food', 'spices', 'fragrant', 'fruity', 'grassy', 'lemon', 'alcohol', 'phenolic', 'plants', 'popcorn', 'black pepper', 'sweet', 'terpenes', 'pine', 'vegetation', 'resinous']","[""arctander_1960"", ""aromadb"", ""flavornet"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CC1=CCC(CC1)(C(=C)C)O,527428,"['peculiar', 'heavy', 'earthy', 'urinous-animal tonality', 'sweet', 'somewhat musty', 'animal', 'musty']","[""leffingwell""]"
CC1=CCC(CC1)(C(C)C)O,11230,"['woody', 'musty', 'earthy', 'green', 'pepper', 'must', 'pine', 'nutmeg', 'turpentine', 'sweet', 'spicy', 'mentholic', 'peppery', 'terpenic', 'citrus', 'cooling', 'slightly peppery woody notes', 'aromatic', 'herbal', 'buildingmaterials&construction', 'grapefruit', 'lemon', 'cleaningmaterials', 'limonene', 'moldy', 'food', 'spices', 'fragrant', 'fruity', 'fresh', 'grassy', 'herbaceous', 'minty', 'menthol', 'non-citrusfruity', 'plants', 'popcorn', 'sharp', 'pungent', 'terpenes', 'vegetables', 'vegetation', 'resinous']","[""arctander_1960"", ""aromadb"", ""flavordb"", ""flavornet"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CC1=CCC(CC1)(C(C)CCC=C(C)C)O,27208,"['sweet', 'herb', 'floral', 'herbal', 'tart', 'fresh', 'lemon', 'citrus', 'aromatic', 'fragrant', 'fruity', 'herbaceous', 'minty', 'nature', 'non-citrusfruity', 'terpenes', 'pine', 'vegetables', 'vegetation', 'woody', 'resinous']","[""aromadb"", ""flavornet"", ""goodscents"", ""sharma_2021b""]"
CC1=CCC(CC1)(C)C(=O)C,65289,"['fruity', 'herbaceous', 'fresh', 'minty', 'mint', 'herbal', 'fragrant', 'lemon', 'nature', 'sweet']","[""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CC1=CCC(CC1)/C(=C/CC=C(C)C)/C,5315468,"['sweet', 'balsamic odor', 'citrus', 'woody', 'myrrh', 'tropical', 'floral', 'balsamic']","[""leffingwell""]"
CC1=CCC(CC1)/C(=C\CC=C(C)C)/C,5352653,['coconut'],"[""aromadb""]"
CC1=CCC(CC1)C(=C)C,22311,"['citrus', 'orange', 'fruity', 'balsamic', 'turpentine', 'pleasant', 'characteristic', 'agreeable', 'oxide', 'lemon', 'camphoreous', 'herbal', 'terpenic', 'resinous', 'petroleum', 'painty', 'phenolic', 'woody', 'aromatic', 'fresh', 'grapefruit', 'bitter', 'sharp', 'hydrocarbon citrus-turpentine note', 'often harsh', 'gasoline', 'buildingmaterials&construction', 'chemical', 'hydrocarbon', 'paint', 'fragrant', 'fuel', 'gasstation', 'solvent', 'grassy', 'herbaceous', 'medicinal', 'minty', 'camphor', 'non-citrusfruity', 'non-fooditems', 'oriental', 'resin', 'other', 'penetrating', 'popcorn', 'sweet', 'terpenes', 'pine', 'vegetables', 'vegetation']","[""arctander_1960"", ""flavordb"", ""flavornet"", ""goodscents"", ""ifra_2019"", ""leffingwell"", ""sharma_2021b""]"
CC1=CCC(CC1)C(=C)CCOC(=O)C,110929,"['floral', 'herbal', 'green']","[""ifra_2019""]"
CC1=CCC(CC1)C(=C)CO,527143,"['herbaceous', 'sweet', 'fruity-floral-citrus notes', 'mint undertones', 'mint', 'citrus', 'fruity', 'herbal', 'floral', 'clean', 'fragrant', 'lemon', 'minty', 'terpenes', 'pine']","[""leffingwell"", ""sharma_2021b""]"
CC1=CCC(CC1)C(=C)COC(=O)C,61781,"['sweet', 'minty', 'fruity', 'herbaceous', 'slight woody odor', 'woody', 'herbal', 'fragrant', 'lemon', 'nature', 'non-citrusfruity', 'terpenes', 'pine']","[""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CC1=CCC(CC1)C(=CCC=C(C)C)C,86597,"['floral', 'spicy', 'balsamic', 'soft', 'food', 'spices', 'fragrant', 'minty', 'nature', 'woody', 'resinous']","[""goodscents"", ""ifra_2019"", ""sharma_2021b""]"
CC1=CCC(CC1)C(=O)C,93019,"['spice', 'food', 'spices', 'minty', 'woody', 'resinous']","[""flavornet"", ""sharma_2021b""]"
CC1=CCC(CC1)C(=O)O,20350,"['sweaty', 'castoreum', 'cedar', 'cumin', 'leathery', 'drywoods', 'microbiological', 'non-fooditems', 'leather', 'people&animals', 'rancid', 'putrid', 'sharp', 'pungent', 'spices', 'vegetables', 'cucumber', 'woody']","[""goodscents"", ""sharma_2021b""]"
